Chemical Name
"1,12-Dodecanediamine"
7-Methoxy-1-naphthylacetonitrile
N-Methyl-N-(trimethylsilyl)trifluoroacetamide
"(+/-)-trans-1,2-Diaminocyclohexane"
"4-Bromo-2,6-dimethylaniline"
N-(3-AMINOPROPYL)CYCLOHEXYLAMINE
4-BROMO-2-(TRIFLUOROMETHOXY)IODOBENZENE
2-Chloro-6-methylaniline
"(1R,2R)-(-)-1,2-Diaminocyclohexane"
Methyltris(methylethylketoxime)silane
1-Methyl-4-pyrazole boronic acid pinacol ester
"2,5-Dibromoterephthalic acid"
Heptane
N-BENZYL-N-BUTYLAMINE
Heptamethyldisilazane
4-Methoxy-3-methylbenzoic acid
"3,5-DIFLUOROBENZYL CHLORIDE"
"2,4,5-Trimethylbenzoic acid"
ANTHRAQUINONE-2-CARBOXYLIC ACID
(S)-3-Amino-3-phenylpropan-1-ol
6-CHLORO-1-INDANONE  96
(3-Glycidyloxypropyl)triethoxysilane
Bis(triethoxysilylpropyl) disulfide
2-(Trimethylsilyl)pyridine
4-FLUORO-2-(TRIFLUOROMETHYL)BENZOYL CHLORIDE
2-Bromo-4-methylbenzoic acid
"9,9-DIMETHYL-9H-XANTHENE"
2-Chloro-4-trifluoromethylbenzoic acid
5-Fluoro-2-methoxyaniline
3-Chloropropyltrichlorosilane
"7-Chloro-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid"
3-HYDRAZINOBENZOIC ACID
trans-4-(4-Propylcyclohexyl)benzonitrile
Bis[3-(triethoxysilyl)propyl]tetrasulfide
4-Methylmorpholine
"(1R,2R)-(-)-N-p-Tosyl-1,2-diphenylethylenediamine"
Silica glass
3-FLUORO-2-METHYLBENZOIC ACID
1-(TRIISOPROPYLSILYL)PYRROLE
"1-ChloroMethyl-4-fluoro-1,4-diazoniabicyclo[2.2.2]octane bis(tetrafluoroborate)"
BENZYLMAGNESIUM BROMIDE
2-(Trimethylsilyl)ethoxymethyl chloride
Luminol
2-(4-Chlorophenoxy)-2-methylpropionic acid
2-Amino-4-chlorobenzoic acid
"(1S,2S)-(-)-1,2-Diphenyl-1,2-ethanediamine"
"2,2,6,6-Tetramethyl-3,5-heptanedione"
